database,isTemporary,tableName
pe_kitchen,false,vw_brewdat_maz_vertica_peru_bi
pe_kitchen,false,vw_brewdat_maz_vertica_peru_bi_no_filter
pe_kitchen,false,vw_brewdat_maz_vertica_peru_bi_test
pe_kitchen,false,vw_brewdat_maz_vertica_peru_bi_v2
pe_kitchen,false,vw_cohort_chart
pe_kitchen,false,vw_pe_1p_avgsize_customers_reporting
pe_kitchen,false,vw_pe_1p_avgsize_customers_reporting_v2
predictions_store_serving,false,mx_1p_wc_invoice_predictions
predictions_store_serving,false,mx_1p_wc_poc_predictions
predictions_store_serving,false,mx_1p_wc_post_comp_score_predictions
predictions_store_serving,false,mx_1p_wc_pre_comp_score_predictions
sihay_kitchen,false,airtable_sihay_compra_dongles
sihay_kitchen,false,airtable_sihay_contact
sihay_kitchen,false,airtable_sihay_lending
sihay_kitchen,false,airtable_sihaypay_lending_konfio
sihay_kitchen,false,airtable_sihaypay_lending_tiendapago
sihay_kitchen,false,brewdat_maz_vertica_censo_2010
sihay_kitchen,false,brewdat_maz_vertica_corp_ventas
sihay_kitchen,false,brewdat_maz_vertica_corp_ventas_historico
sihay_kitchen,false,brewdat_maz_vertica_credit_model_predictions
sihay_kitchen,false,brewdat_maz_vertica_credit_score_mx
sihay_kitchen,false,brewdat_maz_vertica_esa_sap_vbrk
sihay_kitchen,false,brewdat_maz_vertica_geo_cat_cliente
sihay_kitchen,false,brewdat_maz_vertica_geo_cat_competencia
sihay_kitchen,false,brewdat_maz_vertica_innovation_cat_clientes
sihay_kitchen,false,brewdat_maz_vertica_ljb_ms_municipio
sihay_kitchen,false,brewdat_maz_vertica_marca_cupo_puntaje
sihay_kitchen,false,brewdat_maz_vertica_marca_cupo_puntaje2
sihay_kitchen,false,brewdat_maz_vertica_mx_col_modelo_cs
sihay_kitchen,false,brewdat_maz_vertica_mx_col_modelo_cs_backup
sihay_kitchen,false,brewdat_maz_vertica_mx_col_modelo_cs_temp
sihay_kitchen,false,brewdat_maz_vertica_mx_corp_zbb_tm
sihay_kitchen,false,brewdat_maz_vertica_sap_bsad
sihay_kitchen,false,brewdat_maz_vertica_sap_bsid
sihay_kitchen,false,brewdat_maz_vertica_sap_knvv
sihay_kitchen,false,brewdat_maz_vertica_sap_vbak
sihay_kitchen,false,brewdat_maz_vertica_sap_vbrk
sihay_kitchen,false,brewdat_maz_vertica_so_recommendation_expantion
sihay_kitchen,false,brewdat_maz_vertica_t_fina_fbl5n_vencimientos
ztech_kitchen_dataeng,false,validations_mx_fbl5n_vencimientos
ztech_kitchen_dataeng,false,validations_mx_ljb_municipio
ztech_kitchen_dataeng,false,validations_mx_vbrk
ztech_kitchen_dataeng,false,vw_amundsen_fup
ztech_kitchen_dataeng,false,vw_btg_historico_duevalue_akt
ztech_kitchen_dataeng,false,vw_global_kpis
ztech_kitchen_dataeng,false,vw_global_kpis_2
ztech_kitchen_dataeng,false,vw_slack_monitor_agreg
ztech_kitchen_dataeng,false,vw_validations_copec_bseg
ztech_kitchen_dataeng,false,zfact_cierre_mayo_csv
ztech_kitchen_dataeng,false,ztech_transactions
ztech_kitchen_finance,false,br_costs
ztech_kitchen_finance,false,copecdr_costs
ztech_kitchen_finance,false,mx_costs
ztech_kitchen_finance,false,water_pump_mau
ztech_kitchen_finance,false,water_pump_netrevenue
ztech_kitchen_finance,false,water_pump_tpv
ztech_kitchen_governance,false,manual_input_db_users_company
ztech_kitchen_governance,false,manual_input_dg_data_owners
ztech_kitchen_governance,false,manual_input_schema_group
ztech_kitchen_governance,false,teste_join_db_users
ztech_kitchen_governance,false,tracking_schemas_202208
ztech_kitchen_governance,false,tracking_schemas_20220824
ztech_kitchen_governance,false,tracking_schemas_202209
ztech_kitchen_governance,false,tracking_schemas_20220905
ztech_kitchen_governance,false,tracking_schemas_202210
ztech_kitchen_governance,false,tracking_schemas_202211
ztech_kitchen_governance,false,users_databricks_20220727
ztech_kitchen_governance,false,vw_colmn_tables_schema_pii
ztech_kitchen_governance,false,vw_colmn_tables_schema_pii_20220704
ztech_kitchen_governance,false,vw_count_schemas
ztech_kitchen_governance,false,vw_count_schemas_20220704
ztech_kitchen_governance,false,vw_users_databricks
ztech_kitchen_governance,false,vw_users_databricks_2
ztech_kitchen_governance,false,vw_users_databricks_20220630
ztech_kitchen_governance,false,vw_users_databricks_20220701
ztech_kitchen_governance,false,vw_users_databricks_20220727
ztech_kitchen_growth,false,active_users_summary_table
