isTemporary,namespace,viewName
false,donus_kitchen_core,runoff_cielo_histogram
false,donus_kitchen_core,tickets_zendesk_cielo
false,donus_kitchen_core,tpv_okr_pos
false,donus_kitchen_core,tpv_ttv_aceite_pos_app
false,donus_kitchen_core,tpv_ttv_okr_pos
false,donus_kitchen_core,vw_acompanhamento_cielo_adiq
false,donus_kitchen_core,vw_adiq_churn_maio
false,donus_kitchen_core,vw_adiq_destino
false,donus_kitchen_core,vw_adiq_fluxo
false,donus_kitchen_core,vw_adiq_liquidacao
false,donus_kitchen_core,vw_adiq_ze_api
false,donus_kitchen_core,vw_base_cliente_entry_number
false,donus_kitchen_core,vw_base_cohort_debit_card
false,donus_kitchen_core,vw_bees_ecommerce_brand
false,donus_kitchen_core,vw_card_transactions_authorizer
false,donus_kitchen_core,vw_cardoverview_churn
false,donus_kitchen_core,vw_cards_clients_seg
false,donus_kitchen_core,vw_cards_request
false,donus_kitchen_core,vw_cielo_balance
false,donus_kitchen_core,vw_clientes_adiq_naoambev_nao_revenda
false,donus_kitchen_core,vw_cohort_card
false,donus_kitchen_core,vw_cohort_card_aprov_impressao
false,donus_kitchen_core,vw_cohort_card_delivered_based
false,donus_kitchen_core,vw_cohort_card_entreg_1atransacao
false,donus_kitchen_core,vw_cohort_card_entregue_usado
false,donus_kitchen_core,vw_cohort_card_impresso_entreg
false,donus_kitchen_core,vw_cohort_card_req_aprov
false,donus_kitchen_core,vw_cohort_card_requisitado_aprovado
false,donus_kitchen_core,vw_cohort_debit_card_3
false,donus_kitchen_core,vw_cohort_pos
false,donus_kitchen_core,vw_cohort_pos_adiq
false,donus_kitchen_core,vw_cohort_pos_adiq_sold_based
false,donus_kitchen_core,vw_cohort_pos_adiquirencia1
false,donus_kitchen_core,vw_cohort_pos_adiquirencia1_1
false,donus_kitchen_core,vw_cohort_pos_adiquirencia1_2
false,donus_kitchen_core,vw_cohort_pos_adiquirencia2
false,donus_kitchen_core,vw_cohort_pos_adiquirencia2_1
false,donus_kitchen_core,vw_cohort_pos_adiquirencia2_3
false,donus_kitchen_core,vw_cohort_pos_adiquirencia2_segmento
false,donus_kitchen_core,vw_cohort_pos_adiquirencia3
false,donus_kitchen_core,vw_cohort_pos_adiquirencia3_1
false,donus_kitchen_core,vw_cohort_pos_adiquirencia3_segmento
false,donus_kitchen_core,vw_cohort_pos_sold_based
false,donus_kitchen_core,vw_cohort_retention_pos_adiq
